Dates,Top 10 Gross,%± LW,Overall Gross,%± LW1,Releases,#1 Release,Genre,Week Url,Long Weekend,Country,Formatted_Date,Month,Year,OMDB_Runtime,OMDB_Genre,OMDB_imdbID,OMDB_Budget
Jan 17-19,323719.0,-0.438,331048.0,-0.433,18,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=ZA&ref_=bo_wey_table_20,False,South Africa,2025-01-17,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 10-12,576283.0,-0.091,583718.0,-0.096,19,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=ZA&ref_=bo_wey_table_21,False,South Africa,2025-01-10,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 3-5,634080.0,10.243,646061.0,10.455,17,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=ZA&ref_=bo_wey_table_22,False,South Africa,2025-01-03,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 24-26,3873973.0,0.459,4794073.0,0.806,63,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=ES&ref_=bo_wey_table_19,False,Spain,2025-01-24,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 17-19,2654336.0,-0.176,2654336.0,-0.176,10,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=ES&ref_=bo_wey_table_20,False,Spain,2025-01-17,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 10-12,3220438.0,-0.464,3220438.0,-0.526,9,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=ES&ref_=bo_wey_table_21,False,Spain,2025-01-10,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 3-5,6009822.0,-0.342,6800350.0,-0.31,53,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=ES&ref_=bo_wey_table_22,False,Spain,2025-01-03,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Feb 5-9,562737.0,-0.347,563106.0,-0.347,11,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W06/?area=CH&ref_=bo_wey_table_17,False,Switzerland,2025-02-05,February,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 29-Feb 2,861856.0,0.243,862306.0,0.244,11,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W05/?area=CH&ref_=bo_wey_table_18,False,Switzerland,,,,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 22-26,693222.0,-0.146,693222.0,-0.146,8,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=CH&ref_=bo_wey_table_19,False,Switzerland,2025-01-22,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 15-19,812157.0,-0.236,812157.0,-0.236,7,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=CH&ref_=bo_wey_table_20,False,Switzerland,2025-01-15,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 8-12,1063448.0,-0.532,1063448.0,-0.532,6,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=CH&ref_=bo_wey_table_21,False,Switzerland,2025-01-08,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 1-5,2269990.0,0.132,2269990.0,0.132,8,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=CH&ref_=bo_wey_table_22,False,Switzerland,2025-01-01,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 24-26,139312.0,-0.175,139312.0,-0.175,3,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=TW&ref_=bo_wey_table_19,False,Taiwan,2025-01-24,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 17-19,168812.0,-0.189,168812.0,-0.189,5,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=TW&ref_=bo_wey_table_20,False,Taiwan,2025-01-17,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 10-12,208256.0,-0.292,208256.0,-0.292,5,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=TW&ref_=bo_wey_table_21,False,Taiwan,2025-01-10,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 3-5,294241.0,-0.525,294241.0,-0.525,5,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=TW&ref_=bo_wey_table_22,False,Taiwan,2025-01-03,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 9-12,104472.0,-0.339,104472.0,-0.339,3,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=TH&ref_=bo_wey_table_21,False,Thailand,2025-01-09,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 2-5,157983.0,-0.51,157983.0,-0.51,3,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=TH&ref_=bo_wey_table_22,False,Thailand,2025-01-02,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 16-19,1797910.0,-0.365,2295129.0,-0.262,42,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=AE&ref_=bo_wey_table_20,False,UAE,2025-01-16,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 2-5,2571828.0,0.868,2772375.0,1.014,34,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=AE&ref_=bo_wey_table_22,False,UAE,2025-01-02,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 16-19,136426.0,-0.098,152545.0,-0.064,20,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W03/?area=SI&ref_=bo_wey_table_20,False,Slovenia,2025-01-16,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 9-12,151285.0,-0.532,163005.0,-0.518,19,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=SI&ref_=bo_wey_table_21,False,Slovenia,2025-01-09,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 2-5,323173.0,0.007,338241.0,,20,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=SI&ref_=bo_wey_table_22,False,Slovenia,2025-01-02,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 9-12,985164.0,-0.269,1111745.0,-0.211,39,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W02/?area=PT&ref_=bo_wey_table_21,False,Portugal,2025-01-09,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Jan 2-5,1348361.0,-0.088,1408469.0,-0.078,36,Mufasa: The Lion King,"Animation, Adventure, Drama",https://www.boxofficemojo.com/weekend/2025W01/?area=PT&ref_=bo_wey_table_22,False,Portugal,2025-01-02,January,2025.0,118 min,"Animation, Adventure, Drama",tt13186482,"$254,567,693"
Feb 6-9,886058.0,-0.357,1050796.0,-0.34,20,Na plech,"Comedy, Crime",https://www.boxofficemojo.com/weekend/2025W06/?area=CZ&ref_=bo_wey_table_17,False,Czech Replublic,2025-02-06,February,2025.0,N/A,"Comedy, Crime",tt34483589,N/A
Jan 30-Feb 2,1377060.0,0.041,1590987.0,0.104,20,Na plech,"Comedy, Crime",https://www.boxofficemojo.com/weekend/2025W05/?area=CZ&ref_=bo_wey_table_18,False,Czech Replublic,,,,N/A,"Comedy, Crime",tt34483589,N/A
Jan 23-26,1322343.0,0.887,1440520.0,0.798,19,Na plech,"Comedy, Crime",https://www.boxofficemojo.com/weekend/2025W04/?area=CZ&ref_=bo_wey_table_19,False,Czech Replublic,2025-01-23,January,2025.0,N/A,"Comedy, Crime",tt34483589,N/A
Feb 28-Mar 2,2423096.0,-0.299,2534984.0,-0.272,22,Nha Gia Tien,"Comedy, Family, Horror",https://www.boxofficemojo.com/weekend/2025W09/?area=VN&ref_=bo_wey_table_13,False,Vietnam,,,,N/A,"Comedy, Family, Horror",tt34460889,N/A
Feb 21-23,3458968.0,-0.067,3480708.0,-0.066,18,Nha Gia Tien,"Comedy, Family, Horror",https://www.boxofficemojo.com/weekend/2025W08/?area=VN&ref_=bo_wey_table_14,False,Vietnam,2025-02-21,February,2025.0,N/A,"Comedy, Family, Horror",tt34460889,N/A
Jan 3-5,20907201.0,-0.313,21203267.0,-0.314,32,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W01/?area=GB&ref_=bo_wey_table_22,False,United Kingdom,2025-01-03,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 17-19,382906.0,-0.188,382906.0,-0.188,10,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W03/?area=FI&ref_=bo_wey_table_20,False,Finland,2025-01-17,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 10-12,471284.0,-0.475,471284.0,-0.475,9,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W02/?area=FI&ref_=bo_wey_table_21,False,Finland,2025-01-10,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 3-5,897993.0,0.581,897993.0,0.581,10,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W01/?area=FI&ref_=bo_wey_table_22,False,Finland,2025-01-03,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 16-19,134611.0,-0.451,134611.0,-0.451,7,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W03/?area=GR&ref_=bo_wey_table_20,False,Greece,2025-01-16,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 9-12,245286.0,-0.649,245286.0,-0.649,6,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W02/?area=GR&ref_=bo_wey_table_21,False,Greece,2025-01-09,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 17-19,775480.0,-0.144,775480.0,-0.144,8,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W03/?area=SE&ref_=bo_wey_table_20,False,Sweden,2025-01-17,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 10-12,905598.0,-0.508,905598.0,-0.508,7,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W02/?area=SE&ref_=bo_wey_table_21,False,Sweden,2025-01-10,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 3-5,1840030.0,0.205,1840030.0,0.205,8,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W01/?area=SE&ref_=bo_wey_table_22,False,Sweden,2025-01-03,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 17-19,38232.0,0.885,38232.0,0.885,3,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W03/?area=VE&ref_=bo_wey_table_20,False,Venezuela,2025-01-17,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 10-12,20279.0,1.9,20279.0,1.9,2,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W02/?area=VE&ref_=bo_wey_table_21,False,Venezuela,2025-01-10,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 16-19,117910.0,-0.484,117910.0,-0.484,4,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W03/?area=UA&ref_=bo_wey_table_20,False,Ukraine,2025-01-16,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 9-12,228723.0,-0.027,228723.0,-0.027,5,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W02/?area=UA&ref_=bo_wey_table_21,False,Ukraine,2025-01-09,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 2-5,235079.0,89.138,235079.0,89.138,4,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W01/?area=UA&ref_=bo_wey_table_22,False,Ukraine,2025-01-02,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 16-19,14404.0,-0.325,14404.0,-0.325,3,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W03/?area=UY&ref_=bo_wey_table_20,False,Uruguay,2025-01-16,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 9-12,21332.0,-0.509,21332.0,-0.509,3,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W02/?area=UY&ref_=bo_wey_table_21,False,Uruguay,2025-01-09,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 2-5,43429.0,7.315,43429.0,7.315,5,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W01/?area=UY&ref_=bo_wey_table_22,False,Uruguay,2025-01-02,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 8-12,11904.0,-0.542,11904.0,-0.542,2,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W02/?area=TT&ref_=bo_wey_table_17,False,Trinad & Tobago,2025-01-08,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 1-5,25986.0,-0.211,25986.0,-0.211,2,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W01/?area=TT&ref_=bo_wey_table_18,False,Trinad & Tobago,2025-01-01,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 10-12,923411.0,-0.3,1028231.0,-0.274,29,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W02/?area=RO&ref_=bo_wey_table_21,False,Romania,2025-01-10,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Jan 3-5,1319205.0,-0.099,1415323.0,-0.086,34,Nosferatu,"Fantasy, Horror, Mystery",https://www.boxofficemojo.com/weekend/2025W01/?area=RO&ref_=bo_wey_table_22,False,Romania,2025-01-03,January,2025.0,132 min,"Fantasy, Horror, Mystery",tt5040012,"$95,608,235"
Feb 27-Mar 2,1065704.0,-0.5,1232494.0,-0.482,49,Officer on Duty,Thriller,https://www.boxofficemojo.com/weekend/2025W09/?area=AE&ref_=bo_wey_table_14,False,UAE,,,,134 min,Thriller,tt34388152,N/A
Feb 6-9,90793.0,-0.242,106284.0,-0.225,21,Paddington in Peru,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W06/?area=SI&ref_=bo_wey_table_17,False,Slovenia,2025-02-06,February,2025.0,106 min,"Animation, Adventure, Comedy",tt5822536,"$45,770,312"
Jan 30-Feb 2,119751.0,-0.12,137151.0,-0.1,20,Paddington in Peru,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W05/?area=SI&ref_=bo_wey_table_18,False,Slovenia,,,,106 min,"Animation, Adventure, Comedy",tt5822536,"$45,770,312"
Jan 24-26,777938.0,-0.163,971236.0,-0.086,36,Paddington in Peru,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W04/?area=RO&ref_=bo_wey_table_19,False,Romania,2025-01-24,January,2025.0,106 min,"Animation, Adventure, Comedy",tt5822536,"$45,770,312"
Jan 17-19,929746.0,0.007,1063064.0,0.034,29,Paddington in Peru,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W03/?area=RO&ref_=bo_wey_table_20,False,Romania,2025-01-17,January,2025.0,106 min,"Animation, Adventure, Comedy",tt5822536,"$45,770,312"
Jan 31-Feb 2,2440893.0,-0.188,2690079.0,-0.171,45,Rafadan Tayfa: Kapadokya,Animation,https://www.boxofficemojo.com/weekend/2025W05/?area=TR&ref_=bo_wey_table_18,False,Turkey,,,,84 min,Animation,tt35156304,N/A
Jan 24-26,3006499.0,-0.233,3243368.0,-0.201,53,Rafadan Tayfa: Kapadokya,Animation,https://www.boxofficemojo.com/weekend/2025W04/?area=TR&ref_=bo_wey_table_19,False,Turkey,2025-01-24,January,2025.0,84 min,Animation,tt35156304,N/A
Jan 10-12,3309987.0,0.417,3461426.0,0.424,50,Rafadan Tayfa: Kapadokya,Animation,https://www.boxofficemojo.com/weekend/2025W02/?area=TR&ref_=bo_wey_table_21,False,Turkey,2025-01-10,January,2025.0,84 min,Animation,tt35156304,N/A
Jan 3-5,2335285.0,-0.132,2430706.0,-0.145,49,Rafadan Tayfa: Kapadokya,Animation,https://www.boxofficemojo.com/weekend/2025W01/?area=TR&ref_=bo_wey_table_22,False,Turkey,2025-01-03,January,2025.0,84 min,Animation,tt35156304,N/A
Jan 9-12,2830137.0,0.1,3110605.0,0.122,35,Rekhachithram,"Drama, Mystery, Thriller",https://www.boxofficemojo.com/weekend/2025W02/?area=AE&ref_=bo_wey_table_21,False,UAE,2025-01-09,January,2025.0,147 min,"Drama, Mystery, Thriller",tt32284154,N/A
Apr 26-28,207.0,-0.897,207.0,-0.897,1,Rose's War,Thriller,https://www.boxofficemojo.com/weekend/2024W17/?area=IE&ref_=bo_wey_table_2,False,Ireland,2025-04-26,April,2025.0,98 min,Thriller,tt28661069,N/A
Apr 19-21,2019.0,-0.668,2019.0,-0.668,1,Rose's War,Thriller,https://www.boxofficemojo.com/weekend/2024W16/?area=IE&ref_=bo_wey_table_3,False,Ireland,2025-04-19,April,2025.0,98 min,Thriller,tt28661069,N/A
Apr 12-14,6085.0,-0.628,6085.0,-0.628,1,Rose's War,Thriller,https://www.boxofficemojo.com/weekend/2024W15/?area=IE&ref_=bo_wey_table_4,False,Ireland,2025-04-12,April,2025.0,98 min,Thriller,tt28661069,N/A
Apr 5-7,16337.0,-0.318,16337.0,-0.318,1,Rose's War,Thriller,https://www.boxofficemojo.com/weekend/2024W14/?area=IE&ref_=bo_wey_table_5,False,Ireland,2025-04-05,April,2025.0,98 min,Thriller,tt28661069,N/A
Mar 29-31,23965.0,-0.348,23965.0,-0.348,1,Rose's War,Thriller,https://www.boxofficemojo.com/weekend/2024W13/?area=IE&ref_=bo_wey_table_6,False,Ireland,2025-03-29,March,2025.0,98 min,Thriller,tt28661069,N/A
Mar 22-24,36773.0,,36773.0,,1,Rose's War,Thriller,https://www.boxofficemojo.com/weekend/2024W12/?area=IE&ref_=bo_wey_table_7,False,Ireland,2025-03-22,March,2025.0,98 min,Thriller,tt28661069,N/A
Feb 7-9,1632470.0,-0.189,1994228.0,-0.174,20,Screw Mickiewicz,Not found,https://www.boxofficemojo.com/weekend/2025W06/?area=PL&ref_=bo_wey_table_17,False,Poland,2025-02-07,February,2025.0,,,,
Jan 31-Feb 2,2012193.0,-0.085,2414531.0,0.014,19,Screw Mickiewicz,Not found,https://www.boxofficemojo.com/weekend/2025W05/?area=PL&ref_=bo_wey_table_18,False,Poland,,,,,,,
Jan 24-26,2199293.0,0.042,2381561.0,0.083,17,Screw Mickiewicz,Not found,https://www.boxofficemojo.com/weekend/2025W04/?area=PL&ref_=bo_wey_table_19,False,Poland,2025-01-24,January,2025.0,,,,
May 9-11,271151.0,-0.537,290437.0,-0.528,22,Sinners,"Action, Drama, Horror",https://www.boxofficemojo.com/weekend/2025W19/?area=ZA&ref_=bo_wey_table_4,False,South Africa,2025-05-09,May,2025.0,137 min,"Action, Drama, Horror",tt31193180,"$229,720,547"
Apr 25-27,427103.0,0.047,442514.0,0.062,18,Sinners,"Action, Drama, Horror",https://www.boxofficemojo.com/weekend/2025W17/?area=ZA&ref_=bo_wey_table_6,False,South Africa,2025-04-25,April,2025.0,137 min,"Action, Drama, Horror",tt31193180,"$229,720,547"
May 9-11,643720.0,0.215,723211.0,0.291,37,Sirenele: Secretul Medalionului,"Adventure, Fantasy",https://www.boxofficemojo.com/weekend/2025W19/?area=RO&ref_=bo_wey_table_4,False,Romania,2025-05-09,May,2025.0,N/A,"Adventure, Fantasy",tt36415115,N/A
Mar 28-30,598768.0,0.422,633442.0,0.176,42,Smart Rabbit Momo: The Big Chase,Animation,https://www.boxofficemojo.com/weekend/2025W13/?area=TR&ref_=bo_wey_table_10,False,Turkey,2025-03-28,March,2025.0,89 min,Animation,tt35673091,N/A
Mar 28-30,134474.0,-0.524,134474.0,-0.524,8,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=IN&ref_=bo_wey_table_10,False,Australia,2025-03-28,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 21-23,282545.0,9.241,282545.0,9.241,10,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=IN&ref_=bo_wey_table_11,False,Australia,2025-03-21,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 28-30,134474.0,-0.524,134474.0,-0.524,8,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=IN&ref_=bo_wey_table_10,False,India,2025-03-28,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 21-23,282545.0,9.241,282545.0,9.241,10,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=IN&ref_=bo_wey_table_11,False,India,2025-03-21,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Apr 17-20,651086.0,-0.355,651338.0,-0.355,13,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W16/?area=BR&ref_=bo_wey_table_7,False,Brazil,2025-04-17,April,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Apr 10-13,1010036.0,-0.874,1010527.0,-0.874,12,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W15/?area=BR&ref_=bo_wey_table_8,False,Brazil,2025-04-10,April,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 27-30,2111775.0,-0.277,2115956.0,-0.275,13,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W13/?area=BR&ref_=bo_wey_table_10,False,Brazil,2025-03-27,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
Mar 20-23,2918864.0,1.694,2919976.0,1.695,12,Snow White,"Adventure, Family, Fantasy",https://www.boxofficemojo.com/weekend/2025W12/?area=BR&ref_=bo_wey_table_11,False,Brazil,2025-03-20,March,2025.0,109 min,"Adventure, Family, Fantasy",tt6208148,"$86,656,856"
